# Clustered Case Seed=81555
# Supply Zone & Demand Zone separated by buffer

param :N:px py:=
1722	27.759045	118.029770
1536	28.043337	118.101218
1572	28.114655	117.721283
1534	28.300446	117.729187
1490	28.458282	117.938133
1474	27.920666	118.536469
1912	28.362041	118.266184
1724	27.335285	118.115334
1757	27.445843	118.362849
1698	28.379541	117.444908
1762	27.347147	117.490387
1599	28.294769	117.240128
1577	27.709356	117.055794
1704	28.683952	118.240288
1464	28.274118	117.034424
1746	27.530947	118.783096
1725	27.047135	117.692415
1878	27.938182	118.945089
1721	27.026106	118.299919
1515	27.921112	116.749214
1870	28.741760	118.622650
1881	27.623228	119.056763
1507	28.932400	117.589149
1554	27.284626	116.902390
1466	28.696306	117.053864
1594	27.068863	117.077114
1883	28.076097	119.137001
1816	26.796661	117.804955
1745	27.308765	118.985855
1868	28.906023	118.506355
1486	27.572289	116.633018
1465	28.536594	116.778962
1803	26.903013	117.170555
1480	28.249695	116.598518
1755	26.732225	117.465897
1478	29.132707	118.060943
1487	28.980053	117.148300
1720	26.640833	118.177879
1862	29.139908	118.410805
1558	28.704073	116.689896
1607	29.250658	117.855835
1494	28.973886	118.854095
1548	27.951118	116.353043
1773	26.912060	118.981461
1857	28.595013	119.268646
;

param :E:d=
1548	1480	42.6900
1480	1548	42.6900
1548	1486	58.8297
1486	1548	58.8297
1548	1515	45.5311
1515	1548	45.5311
1465	1464	42.7158
1464	1465	42.7158
1465	1466	53.0772
1466	1465	53.0772
1465	1480	45.1017
1480	1465	45.1017
1480	1464	34.9346
1464	1480	34.9346
1558	1466	31.1311
1466	1558	31.1311
1464	1515	51.2505
1515	1464	51.2505
1464	1599	30.5831
1599	1464	30.5831
1464	1466	75.7286
1466	1464	75.7286
1515	1486	38.7559
1486	1515	38.7559
1515	1577	36.7185
1577	1515	36.7185
1599	1534	29.0747
1534	1599	29.0747
1599	1698	22.1687
1698	1599	22.1687
1466	1487	29.1344
1487	1466	29.1344
1466	1698	56.7993
1698	1466	56.7993
1534	1490	48.6926
1490	1534	48.6926
1534	1698	20.4876
1698	1534	20.4876
1534	1572	20.6045
1572	1534	20.6045
1487	1507	48.0879
1507	1487	48.0879
1607	1478	23.8687
1478	1607	23.8687
1474	1878	55.7300
1878	1474	55.7300
1474	1722	61.5773
1722	1474	61.5773
1474	1912	60.4547
1912	1474	60.4547
1474	1490	81.1672
1490	1474	81.1672
1474	1757	75.5486
1757	1474	75.5486
1474	1870	93.4771
1870	1474	93.4771
1474	1746	52.5324
1746	1474	52.5324
1878	1746	72.3712
1746	1878	72.3712
1878	1883	42.5660
1883	1878	42.5660
1878	1881	34.6224
1881	1878	34.6224
1722	1724	20.7891
1724	1722	20.7891
1722	1536	32.2803
1536	1722	32.2803
1912	1868	35.4657
1868	1912	35.4657
1912	1870	54.6608
1870	1912	54.6608
1912	1704	35.7667
1704	1912	35.7667
1490	1572	49.5244
1572	1490	49.5244
1490	1507	76.2720
1507	1490	76.2720
1490	1704	35.9147
1704	1490	35.9147
1757	1724	32.0815
1724	1757	32.0815
1757	1746	44.1381
1746	1757	44.1381
1870	1494	41.4005
1494	1870	41.4005
1870	1857	65.2058
1857	1870	65.2058
1870	1868	21.4544
1868	1870	21.4544
1746	1721	50.4343
1721	1746	50.4343
1746	1745	43.3971
1745	1746	43.3971
