# Clustered Case Seed=121510
# Supply Zone & Demand Zone separated by buffer

param :N:px py:=
1967	29.854790	118.593979
1882	29.752727	119.185966
2095	30.069597	118.574783
1936	30.302672	118.757297
1937	30.299156	118.544914
1669	29.717262	118.332481
1837	29.475588	119.274986
1963	30.635361	118.986732
1946	30.284170	118.129959
1915	30.237137	119.719261
1476	29.368628	118.170518
1933	29.926598	117.934601
1862	29.139908	118.410805
2004	30.690884	118.414268
1909	29.030970	119.167366
1477	29.501079	117.955587
1871	30.050486	119.955902
1494	28.973886	118.854095
1932	30.364459	117.935074
1913	30.638311	119.675499
1907	29.108034	119.648651
1868	28.906023	118.506355
1478	29.132707	118.060943
1966	30.879126	119.415405
1607	29.250658	117.855835
1996	29.858177	117.582703
1920	30.641460	117.842178
1870	28.741760	118.622650
1972	30.212706	117.480789
2037	31.144693	119.178833
1855	28.896536	119.811592
1974	30.953239	117.932144
1857	28.595013	119.268646
1704	28.683952	118.240288
1922	31.103205	118.193985
1995	29.721016	117.312892
1896	31.027857	119.906647
2035	31.330492	118.887276
1507	28.932400	117.589149
1935	30.487753	117.297231
1858	28.450823	119.476486
1982	31.371815	118.386047
2052	30.914624	117.492771
1869	29.057308	120.445587
1867	28.661552	120.086960
1831	30.853918	120.415451
1467	29.271276	117.172783
1912	28.362041	118.266184
1989	31.299931	117.912659
1988	30.112967	117.022095
1840	30.514225	120.675972
2020	30.705843	117.212730
1490	28.458282	117.938133
1845	28.470406	119.918427
1880	29.564402	120.826668
1917	30.035700	120.864059
1929	30.527617	117.051598
1468	29.648879	116.928518
2153	31.650688	119.026237
1844	28.284795	119.724678
1487	28.980053	117.148300
2083	31.345623	117.595052
1984	31.702019	118.505875
1883	28.076097	119.137001
1534	28.300446	117.729187
1904	28.849958	120.725105
1583	30.130981	116.701370
2087	31.600964	117.859482
1547	29.243382	116.820686
1919	31.259205	117.282837
1878	27.938182	118.945089
2086	31.737249	118.095894
1875	29.146736	121.002464
1698	28.379541	117.444908
1536	28.043337	118.101218
1841	30.462159	121.123659
1474	27.920666	118.536469
1850	27.997116	119.633820
1466	28.696306	117.053864
1941	31.038227	116.968964
1541	29.879555	116.559326
1572	28.114655	117.721283
1848	30.173044	121.262329
1470	29.384093	116.594348
1575	29.009237	116.695160
1852	28.162319	120.319986
1944	30.639730	116.576721
1983	32.043827	118.778862
1599	28.294769	117.240128
1836	29.657587	121.401711
1859	27.809485	119.702941
1894	28.861689	121.140221
1558	28.704073	116.689896
1722	27.759045	118.029770
2132	32.132660	119.428452
1843	29.290777	121.425224
1881	27.623228	119.056763
1970	31.466038	116.943878
1465	28.536594	116.778962
1464	28.274118	117.034424
;

param :E:d=
1583	1541	24.8578
