# Clustered Case Seed=121625
# Supply Zone & Demand Zone separated by buffer

param :N:px py:=
3288	34.493755	102.138054
3236	33.999424	102.070068
3237	33.867973	101.711227
3225	34.592766	102.486046
3341	33.679501	101.553268
818	34.137308	102.789199
3219	34.984219	102.447670
3226	34.808080	102.688059
3426	35.198383	102.519638
3378	35.001396	102.908272
908	33.264269	101.481991
860	34.057903	103.218773
778	33.575901	102.964027
3363	35.220265	102.813076
3230	35.466736	102.351852
3314	34.693817	103.351326
1023	32.905773	101.702332
3295	33.983799	103.572922
3463	34.714821	103.622734
3220	35.478737	103.038528
810	32.793045	102.542656
3429	35.709602	102.877762
3365	35.424911	103.348572
3289	35.245304	103.623833
3320	34.439201	104.034225
3228	35.488174	103.569298
968	32.661842	100.961098
3458	35.663757	103.385902
3301	34.728153	104.175219
3392	34.221047	104.241324
3276	35.393253	103.856918
1028	33.307159	103.932602
3224	35.961235	103.285713
865	32.637701	100.532009
3330	34.048740	104.390091
3347	35.137409	104.211723
3329	33.786724	104.368721
877	32.213235	102.544762
774	32.657875	103.602150
863	32.267960	100.977104
3437	34.849590	104.469444
3214	36.348064	102.861290
867	33.253628	104.241180
3201	36.068428	103.769455
3258	35.007896	104.639015
3251	35.847538	104.112877
912	31.907852	102.204529
1043	32.065056	102.987579
913	32.271145	100.330063
937	32.830599	104.239839
841	31.969852	101.002731
1044	31.820810	101.903038
3302	34.723480	104.891937
3277	36.492440	103.393583
803	31.829404	102.613795
3473	33.597919	104.848740
3385	36.755287	102.735420
3198	35.581020	104.622986
3368	36.479401	103.668304
947	31.876149	100.731346
3398	36.733952	103.258636
3270	32.947002	104.679039
3350	33.372143	104.957291
3297	34.190205	105.177521
3382	36.961341	102.598483
3397	36.701533	103.581127
827	31.478533	102.062424
3311	34.011627	105.297806
3300	33.193937	105.032465
858	31.856686	103.644646
3197	36.971546	103.139717
3199	34.734951	105.331009
3217	35.206673	105.243958
807	32.410118	104.529160
1039	31.453685	101.240101
3274	36.545902	104.168648
3206	35.689014	105.056244
3229	37.252121	102.745934
806	31.438534	103.165489
3249	35.886120	105.090614
928	31.971910	104.293465
771	31.399542	100.674759
772	31.624449	99.990860
3216	34.579754	105.706291
773	31.480083	103.582375
3247	36.922961	104.078178
1027	31.167429	102.504021
3410	34.940556	105.700684
3381	36.559631	104.682243
3204	35.728994	105.417329
813	32.210732	104.828110
3388	33.741360	105.726906
3358	33.331207	105.605011
933	32.587143	105.235580
3196	37.470509	102.895683
935	32.063568	99.014336
829	30.998466	102.360985
3205	35.522301	105.728333
3309	37.181038	104.059998
770	30.979092	101.123596
921	30.970932	102.628017
3278	36.724865	104.816483
3279	36.867970	104.656906
732	30.879309	101.883301
3331	37.523460	103.362961
1005	31.780985	104.742752
3317	33.767544	106.080017
3407	35.203373	106.032043
3366	34.748856	106.132683
830	31.253901	104.004822
903	31.341389	104.197975
3874	35.965282	105.741760
3367	34.989540	106.200714
973	30.996525	103.614273
3478	36.657610	105.262024
737	30.941034	100.310310
792	32.290993	105.521996
3049	33.330372	106.148979
3222	33.909973	106.301994
869	31.460272	104.716072
3901	35.613735	106.120934
874	32.652409	105.880066
736	31.808905	98.580673
3284	36.948103	105.209015
733	32.432964	105.856339
3872	36.561478	105.643356
944	31.634853	105.160217
3280	35.490471	106.336151
781	30.474583	101.488173
3050	33.914059	106.523918
731	31.909040	105.501709
915	31.090038	99.310066
759	32.831238	106.254791
3888	36.014889	106.237907
847	32.185860	105.882018
3889	35.834301	106.361766
3316	35.218288	106.649284
809	31.036741	104.674377
842	31.212847	98.822533
785	30.864742	104.409500
3166	34.014721	106.769997
880	32.911949	97.328171
734	30.659866	104.063316
821	31.985790	105.911456
3223	35.543201	106.660812
902	30.414520	103.465439
2988	34.392168	106.882616
3059	34.893875	106.852905
3048	33.155109	106.669502
;

param :E:d=
734	731	219.6995
731	734	219.6995
734	944	157.8184
944	734	157.8184
734	902	104.9367
902	734	104.9367
734	869	152.9083
869	734	152.9083
734	785	46.6764
785	734	46.6764
734	903	121.2005
903	734	121.2005
734	1005	158.7585
1005	734	158.7585
734	773	112.9753
773	734	112.9753
734	973	88.7244
973	734	88.7244
734	813	202.3056
813	734	202.3056
731	733	51.5624
733	731	51.5624
731	792	42.3975
792	731	42.3975
733	847	22.0686
847	733	22.0686
733	792	49.6611
792	733	49.6611
733	874	35.9167
874	733	35.9167
733	759	70.4196
759	733	70.4196
733	933	55.1176
933	733	55.1176
732	827	96.1282
827	732	96.1282
732	829	58.6994
829	732	58.6994
732	781	83.7734
781	732	83.7734
732	770	73.4464
770	732	73.4464
827	912	73.4830
912	827	73.4830
827	1044	40.8521
1044	827	40.8521
829	1027	16.5837
1027	829	16.5837
829	921	25.6888
921	829	25.6888
781	770	71.0381
770	781	71.0381
847	821	25.5043
821	847	25.5043
847	792	35.8782
792	847	35.8782
792	944	45.8792
944	792	45.8792
874	759	31.5745
759	874	31.5745
874	933	60.9177
933	874	60.9177
933	807	53.0463
807	933	53.0463
933	813	56.3169
813	933	56.3169
933	3270	103.7968
3270	933	103.7968
933	3300	98.3490
3300	933	98.3490
902	973	66.0801
973	902	66.0801
809	785	31.6895
785	809	31.6895
869	928	28.7988
928	869	28.7988
869	1005	35.6507
1005	869	35.6507
903	830	22.6486
830	903	22.6486
903	858	28.4583
858	903	28.4583
903	928	49.7557
928	903	49.7557
1005	807	39.3862
807	1005	39.3862
773	806	52.9205
806	773	52.9205
773	830	29.8553
830	773	29.8553
973	921	117.0309
921	973	117.0309
973	806	65.0411
806	973	65.0411
973	830	46.9240
830	973	46.9240
813	807	57.2769
807	813	57.2769
736	935	41.2883
935	736	41.2883
736	842	134.5443
842	736	134.5443
736	880	213.4815
880	736	213.4815
935	772	128.3039
772	935	128.3039
935	842	96.0671
842	935	96.0671
935	880	184.2994
880	935	184.2994
842	915	58.7930
915	842	58.7930
737	772	96.1318
772	737	96.1318
737	771	61.5747
771	737	61.5747
772	771	87.7197
771	772	87.7197
770	771	72.8318
771	770	72.8318
770	1039	92.9947
1039	770	92.9947
921	1027	12.2210
1027	921	12.2210
921	806	72.8793
806	921	72.8793
771	947	65.2271
947	771	65.2271
771	1039	54.0848
1039	771	54.0848
1039	841	61.4972
841	1039	61.4972
947	841	37.4984
841	947	37.4984
947	913	76.3715
913	947	76.3715
947	863	49.2553
863	947	49.2553
806	803	51.6440
803	806	51.6440
806	1027	108.7212
1027	806	108.7212
774	858	130.2882
858	774	130.2882
774	778	148.6280
778	774	148.6280
774	1028	75.9573
1028	774	75.9573
774	807	133.8972
807	774	133.8972
774	937	62.7599
937	774	62.7599
858	1043	87.7138
1043	858	87.7138
858	928	62.6818
928	858	62.6818
778	810	160.5632
810	778	160.5632
778	818	75.2392
818	778	75.2392
778	3295	72.3020
3295	778	72.3020
1028	867	57.6976
867	1028	57.6976
1028	3329	66.8561
3329	1028	66.8561
807	937	57.5806
937	807	57.5806
807	928	53.4344
928	807	53.4344
810	877	63.2106
877	810	63.2106
810	908	142.4915
908	810	142.4915
818	860	47.4363
860	818	47.4363
818	3225	98.8016
3225	818	98.8016
818	3236	80.4386
3236	818	80.4386
803	912	33.9177
912	803	33.9177
803	877	33.2908
877	803	33.2908
803	1043	43.9514
1043	803	43.9514
912	877	46.6793
877	912	46.6793
912	1044	30.1190
1044	912	30.1190
877	1043	57.7790
1043	877	57.7790
937	867	47.7825
867	937	47.7825
908	1023	35.7908
1023	908	35.7908
908	3341	46.5287
3341	908	46.5287
860	3295	44.8272
3295	860	44.8272
860	3314	128.1643
3314	860	128.1643
3225	3226	34.3986
3226	3225	34.3986
3225	3288	40.9789
3288	3225	40.9789
3236	3237	51.2906
3237	3236	51.2906
3236	3341	59.5594
3341	3236	59.5594
3236	3288	55.1911
3288	3236	55.1911
841	863	29.7903
863	841	29.7903
841	1044	112.3747
1044	841	112.3747
863	968	100.0400
968	863	100.0400
863	865	58.5887
865	863	58.5887
863	913	60.9623
