param :N:px py:=
1       59.4    314.4
2       162.1   239.6
3       91.9    199.1
4       -14.3   118.9
5       -10.9   244.0
6       64.2    201.8
7       114.1   322.7
8       -49.0   173.2
9       -5.8    170.4
10      44.6    227.2
11      108.9   252.8
;

param :E:d=
1       5       99.5
1       7       55.3
1       10      88.6
1       11      79.1
2       3       81.0
2       7       96.0
3       2       81.0
3       4       133.1
3       6       27.8
3       11      56.4
4       3       133.1
4       6       114.1
4       8       64.4
4       9       52.2
5       1       99.5
5       8       80.4
5       10      58.0
6       3       27.8
6       4       114.1
6       10      32.0
6       11      67.9
7       1       55.3
7       2       96.0
8       4       64.4
8       5       80.4
8       9       43.3
9       4       52.2
9       8       43.3
9       10      75.8
10      1       88.6
10      5       58.0
10      6       32.0
10      9       75.8
11      1       79.1
11      3       56.4
11      6       67.9
;

param:K:v L:=
1       60.0    2
2       80.0    3
;

set G:=1,2,3;

param c:1 2 3:=
1       46.0    32.4    28.0
2       46.0    26.4    39.6
;

param a:1 2 3:=
1       -8      0       0
2       0       0       0
3       0       0       0
4       0       0       0
5       0       0       -11
6       19      0       27
7       0       -24     0
8       16      35      0
9       0       17      0
10      0       0       0
11      -16     0       0
;

param w:= default 1;
param H:= 600.0;
param U:= 1;
